case_id,description,Intersection_num,case_no.,unit_1_direction,unit_1_movement,unit_2_direction,unit_2_movement,unit_at_fault,crash_type
19-214148,"The 1200th block of Yarbrough is a two way street that runs

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

north to south, intersects with Vista del Sol, and has a
protective medium_ There are three forward only and one
-ndatory right turn lane on each direction. U2 was on the far
left lane going south, and.U1 was in front of him_ U2 moved
right to get into the middle lane and as he was almost in, U1
started.moving towards the same lane hitting U2 with the front
of his car causing damages to U2‘s left back quarter panel. U2
as given a case number. No on—site investigation was conducted.
wiagram.is approximate. Officer E. Nevarez #2648 (STI #17) of
the El Paso Police Department—Special Traffic Investigations
nit was assigned this report for further investigation. The
officer located the driver and vehicle related to unit #1 in
this case. Driver of unit #1 stated that he did in fact was the
operator of this vehicle at the time/date of the collision.
""river of unit #1 stated that he was not injured during the
collision and denied fleeing as initially reported. A.mdnor

E
E
5..
o
o
2
E.
E
E
E
2

scuff (black in color) was found on the front—right fender near
the tire—well to which the driver of unit #1 denied that it was
done as a result of this collision. Due to a lack of independent
itness(s) and contradicting information provided from both
involved drivers on how the collision occurred, it is
ndetermdned.who caused the collision. There are no pending
charges at this time. This report was updated to reflect new
findings and requires no further investigation.",9,479,SB,TH,SB,TH,unknown,side swipe
19-221043,"1100 Yarbrough runs north and south and is a two way two lane

 

ea
3
o
‘G
E

CONDITIONS

 

roadway divided.by a raised.median with mandatory left and right
turn lanes that intersects with 10600 Vista Del Sol. Unit #2
as traveling north on Yarbrough in the left lane and'was at a
stop on a red traffic control signal light at the intersection
of Vista Del Sol. Unit #1 was also traveling north on Yarbrough
in the left lane and'was passing on the left to proceed into the
:-ndatory left turn lane but passed without sufficient clearance
at which point it struck Unit #2 by sideswipe. No injuries or
itnesses were reported at the scene.",9,480,NB,TH,NB,TH,unit 1,side swipe
19-230031,"1100 N Yarbrough is a six straight and level roadway divided by

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

a high median with three lanes traveling north and southbound
ith a mandatory left turn. 10500 Vista Del Sol is a five
straight and level roadway traveling west and eastbound divided
hy two solid lines. Unit #2 was traveling northbound on the
u-ndatory left turn lane. Unit #1 was traveling southbound in
the inside lane. Unit #2 tried taking a left turn onto Vista Del
Sol, due to him.having the green arrow. Unit #1 disregarded the
traffic control signal light, and ran the red light. Due to Unit
#1 disregarding the red light, Unit #2 collided with Unit #1 in
a 90 degree angle. No injuries or other independent witness(es)
ere reported.",9,481,SB,TH,NB,LT,unit 1,left turn
19-231110,"Th e 1100 block of N Yarbrough Drive at the 10600 block of Vista
del Sol Dr. is a two way roadway used for north and south bound

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

traffic. Driver of Unit 2 was driving North on Yarbrough in the
far right turning lane. The lane to the left of Unit 2 was
closed for construction. Driver of Unit 1 was in the far left
lane and.made a right turn onto Vista Del Sol. Unit 1 merged
into the right lane on Vista Del Sol and crashed into Unit 2.

lo on scene investigation was conducted. No injuries were
reported.",9,482,NB,RT,NB,RT,unit 1,side swipe
19-291157,"THE 1200 BLOCK OF YARBROUGH IS A.SIX LANE ROADWAY THAT TRAVELS
IORTH AND SOUTH BOUND WITH A.MANDATORY LEFT TURN LANE. UNIT TWO
.AS IN THE NUMER 3 LANE STOPPED ON.A RED LIGHT SOUTH BOUND.

IT TWO DRIVER STATED THAT WHEN MOVING FORWARD ON.A GREEN LIGHT

IT ONE CAM FROM BEHIND AND COLLIDED INTO TWO. UNIT ONE DRIVER
STATED THAT HIS VEHICLE HAS DEFECTIVE BRAKES. UNIT DID NOT STOP

EN PRESSING ON HIS BRAKES, UNIT ONE COLLIDED INTO UNIT TWO. NO
INJURIES WERE REPORTED AND NO WITNESSES AT THE SCENE.",9,483,SB,TH,SB,TH,unit 1,rear end
19-317259,"1100 N. Yarbrough is a three lane traveling North bound with two

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

-ndatory left turning lanes. Unit 2 was traveling North bound
on Yarbrough in the center lane waiting on a red light. Unit 1

as traveling North bound on Yarbrough in the center lane in
front of unit 2. Driver of unit 2 stated he was waiting on the
red light, behind unit 1, when for unknown reason unit 1 started
rolling back, striking unit 2 on the front. Driver of unit 2
stated driver of unit 1 came out of his vehicle approached him
and stated ""Que Paso"" and.proceeded to get unit‘s 2 license

M

,1 late number. Driver of unit 2 stated driver of unit 1 went
E ack in to his vehicle and proceeded to leave the scene.",9,484,NB,TH,NB,TH,unit 1,backing vehicle
19-321147,"1200 Yarbrough is a 7 lane / 2 way roadway that is intended to
travel north and southbound. 10600 Vista Del Sol is a 5 lane / 2
ay roadway that is intended to travel east and'westbound. Unit

 

ea
3
o
‘G
E

CONDITIONS

 

2 was traveling on the #2 lane heading northbound on the 1200
hlock of Yarbrough. Unit 1 was traveling on the #2 lane heading
estbound on the 10600 block of Vista Del Sol. Unit 1 failed to
stop at a red light attempted to make a left turn heading
southbound on the 1200 block of Yarbrough subsequently colliding
into Unit 2. One witness was located at the scene.",9,485,WB,TH,NB,TH,unit 1,right angle
19-344066,"THE 10600 BLOCK OF VISTA DEL SOL DRIVE AND THE 11000 BLOCK OF N
ARBROUGH DR IS A TWO WAY ROAD WAY USED FOR BOTH EAST AND WEST
BOUND TRAFFIC. UNIT 2 WAS IN THE MIDDLE LANE WHICH SERVES FOR
BOTH STRAIGHT AND LEFT TURNING TRAFFIC ATTEMPTING TO TURN LEFT.

IT 1 WAS ON THE LEFT LANE RESERVED FOR ONLY LEFT TURNS. UNIT 1
COLLIDED WITH UNIT 2 AS UNIT 2 ENTERED THE INTERSECTION AND
BEGAN TURNING LEFT. NO ‘WITNESSES WERE REPORTED. NO INVESTIGATION
AS CONDUCTED.",9,486,WB,LT,WB,LT,unknown,side swipe
19-355157,"1100 N Yarbrough has 4 north bound lanes of traffic with 2 north
hound lanes, one mandatory left turn lane and one mandatory

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

right turn lane as well as 2 south bound lanes of traffic, one
-ndatory left turn lane and an optional right turn lane and a
center median. Unit 2 was north on lane 2 on 1100 N Yarbrough
and stopped due to traffic. 1100 N Yarbrough intersects with
10500 Vista Del Sol which has 2 westbound lanes and a mandatory
left turn lane, as well as 2 east bound lanes and a mandatory
left turn lane. Unit 1 was directly behind unit 2 north in lane
2 of 1100 N Yarbrough and failed to control their speed
colliding into the rear of unit 2 causing the damage. The driver
of unit 1 claimed no injuries. The driver and.passengers of unit
2 claimed no injuries. The driver of unit 1 was placed under
arrest for suspicion of DWI reference case number 19—355157.",9,487,NB,TH,NB,TH,unit 1,rear end
20-026022,"1100 Yarbrough is a two way 4 lane roadway with a mandatory left

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

turn lane and an optional right turn lane that travels north and
south bound divided.by a raised.median. 10500 Vista Del Sol is a
two way 4 lane roadway with a mandatory left turn lane that
travels east and'west bound divided.by a double yellow line.
wriver of Unit 1 stated he was traveling east bound on the #1
lane of 10500 Vista Del Sol crossing the intersection of 1100
arbrough on a green light when he was suddenly struck by Unit 2
ho was traveling south bound on 1100 Yarbrough. Driver of Unit
2 stated she was traveling south bound on the #1 lane of 1100
arbrough crossing the intersection of 10500 Vista Del Sol on a
green light when Unit 1 ran a red light, causing her to collide
into Unit 1. The investigation revealed that Driver of Unit 1

as driving while intoxicated and.was subsequently placed under
arrest.",9,488,EB,TH,SB,TH,unit 1,right angle
20-042107,"The 10500 block of Vista del Sol Dr at the 1200 block of N
arbrough Dr is a two way roadway used for east and west bound

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

traffic. Driver of Unit 2 was driving south bound on Vista del
Sol Dr on the go straight or turn left lane. Driver of Unit 1
as to the left of Unit 2, which is a turn left only lane. Both
nit 2 and Unit 1 turned left onto N Yarbrough Dr. Unit 1 made
a wide left turn and crashed into Unit 2. No on scene
investigation was conducted. No injuries were reported.",9,489,WB,LT,WB,LT,unit 1,side swipe
20-190084,"The 1100 block of Yarbrough is a. four lane two way road with two

 

ea
3
o
‘G
E

CONDITIONS

 

lanes that travel south and two lanes that travel north which
are divided.by a raised concrete divider. The 10500 block of
ista Del Sol is a four lane two way undivided road with two
lanes that travel east and two lanes that travel west. Unit 1
and Unit 2 were both traveling west on Vista del Sol and were on
the turning lane waiting to turn south onto Yarbrough. Unit 1

as on lane one and Unit 2 was on lane two. Both units made the
left turn onto Yarbrough then Unit 1 made an unsafe lane change
from.lane two onto lane three causing Unit 2 to swerve right
onto the side walk in order to avoid hitting Unit 1, hitting the
curve in the process. No injuries or independent witnesses
reported at the scene.",9,490,WB,LT,WB,LT,unit 1,side swipe
20-244054,"The 1100 block of N Yarbrough Dr at the 10500 block of Vista del
Sol Dr is a two way roadway used for north and south bound

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

traffic. Driver of Unit 2 was driving north on N Yarbrough Dr
in the left lane and was stopped at a red light. Driver of
nit 1 rear ended Unit 2 by unknown means and left the scene.
Io on scene investigation was conducted. No injuries were
reported.",9,491,NB,TH,NB,TH,unit 1,rear end
2018-11635,"The 10500 block of Vista del Sol, El Paso Texas at the
intersection of Yarbrough is a bi—directional roadway with one

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

lane for left turn only, one lane for left turn and east bound
and one lane for east bound travel, with two lanes for west
hound travel divided.by yellow lines. Unit 2 was stopped on the
east bound travel only lane due to the red light, Unit 1 was
stopped.behind Unit 2. The light switched to green, the traffic
flow started forward then slowed down, the driver of Unit 1
failed to control her speed as the front right bumper portion
struck the middle portion of Unit 2, and this caused damage to
hoth Units. I met with both drivers to include passenger of Unit
2 who refused.medical attention.",9,492,EB,TH,EB,TH,unit 1,rear end
20-274019,"Unit #2
as traveling south on Yarbrough in the right lane and'was
slowing down then came to a stop due to a red traffic control
signal light. Unit #1 was also traveling south on Yarbrough in
the right lane but failed to control speed at which point it
struck Unit #2 frontbehind. Unit #1 driver advised of injuries
hut refused transport by EMS. No witnesses were reported at the
scene.",9,493,SB,TH,SB,TH,unit 1,rear end
20-281229,"1200 Yarbrough south bound is a 3 lane roadway with a mandatory
left turn lane and a raised median. 10500 Vista Del Sol

estbound is a 2 lane roadway with a lined divider. Unit 2 was
at the intersection of 1200 Yarbrough and 10500 Vista Del Sol in
the number three lane waiting to turn right onto Vista Del Sol

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

hen Unit 1 struck the rear of unit 2 and then fled the scene.
There were no reported injuries or independent witnesses. The
driver of Unit 2 was given an incident information card and
advised of follow up procedures. The Hit and run report was
completed on I—Leads ref case number 20—284129",9,494,SB,TH,SB,RT,unit 1,rear end
20-358118,"THE 10600 BLOCK OF VISTA DEL SOL IS.A FOUR LANE ROADWAY THAT
TRAVELS EAST WEST BOUND WITH A.CENTER TURNING LANE. UNIT TWO WAS
TRAVELING WEST ON VISTA DEL SOL AND CAME TO STOP BEHIND HEAVY
TRAFFIC ON.A RED LIGHT. UNIT TWO DRIVER STATED THAT UNIT ONE
CAM FROM BEHIND AND COLLIDED INTO UNIT TWO. UNIT TWO DRIVER AND
FRONT PASSENGER COMPLAINED OF PAIN TO THEIR BACKS BUT REFUSED
EMS TRANSPORT. UNIT ONE DRIVER WAS TRAVELING WEST ON VISTA DEL
SOL IN THE LEFT LANE. UNIT ONE DRIVER STATED THAT TRAFFIC WAS
STOP AND GO. UNIT ONE COLLIDED INTO UNIT TWO FROM BEHIND WHEN
TRAFFIC STOPED ON.A RED LIGHT. NO WITNESSES.AT THE SCENE",9,495,WB,TH,WB,TH,unit 1,rear end
20-359173,"nit 2 was driving west bound on the 11000 block of Vista Del
Sol. When unit 2 approached the intersection of Vista Del Sol
and 1200 block of Yarbrough. Unit 2 was met with a red light as
ell as another vehicle in front of her. Unit 2 had her blinker

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

indicating to turn right on Yarbrough to head north on Yarbrough
to head to her residence on Vista De Oro. Unit 2 was waiting for
the lights when unit 1 came up behind her and failed to control
their speed and rear—ended unit 2. Unit 2 then turned into 1200
arbrough at the wienerschnitzel, when unit 1 then took off and
did not stop or pull into the location that unit 2 pulled into.
1 witness was located and the driver of unit 2 claimed injuries,
owever EMS was called and'when they arrived on scene, they
examined the driver of unit 2 and said that the injuries were
not severe and they did not transport. No wrecker was needed as
the damage to unit 2 and the owner did not want a wrecker and

as just going to drive it to her residence",9,496,WB,TH,WB,RT,unit 1,rear end
21-005040,"U2 was traveling north on the
far right turning lane of N Yarbrough Dr. U1 was in front of U2.
2 failed.to maintain distance from.U1 and rear ended U1 causing
damages to the front bumper and front right corner of U2. U1
failed to exchange information and fled the scene. No onsite
investigation conducted. U2 was assigned a case number. Diagram
is approximate.",9,497,NB,TH,NB,TH,unit 2,rear end
21-021177,"Driver of Unit 2 was traveling southbound on
arbrough in the center lane and came to a complete stop at a
red signal light. Driver of Unit 1 was also traveling
southbound on Yarbrough in the center lane, failed to control
speed, subsequently colliding with Unit 2. There were no
reported independent witnesses. Driver of Unit 2 is currently
pregnant and complained of stomach pressure.",9,498,SB,TH,SB,TH,unit 1,rear end
21-073086,"Driver of
nit 2 stated that he was stopped at the light on the left lane
of traffic that serves as mandatory left turn lane onto 1100
arbrough. Driver Of Unit 2 stated that he was stopped.behind
nit 1 when suddenly Unit 1 commenced to back up and collided
ith the front end of the vehicle. Driver of Unit lstated that

e was stopped at the light on the mandatory left turn lane when
e realized that he was on the wrong lane (mandatory left turn
lane) and needed to go west, therefore he needed to be on the
center lane of traffic in order to proceed forward. Driver of
nit 1 reversed his vehicle and did not see Unit 2 behind him
nit he collided.with Unit 2. No injuries no witnesses were
reported.",9,499,WB,TH,WB,TH,unit 1,backing vehicle
21-088029,"The intersection of Yarbrough and
ista Del Sol is controlled by a traffic control device and lane number
one is marked as a mandatory left turn lane and lane number two is an
optional left turn lane. Unit #2 was traveling west in the number two
lane on Vista Del Sol, which is an optional left turn lane. Unit #1 was
traveling West on Vista Del Sol in the number one lane, which is a
:-ndatory left turn lane. Driver of Unit #2 explained that he was
intending to turn south on to Yarbrough, however Driver of Unit #1
continued west on Vista Del Sol while in the mandatory left turn lane
striking Unit #2. Driver of Unit #1 explained that she was in the
number two lane traveling west and Unit #2 was in lane number three
traveling west and Driver of Unit #2 attempted to turn south on to
arbrough from.the mandatory straight lane striking Unit #1. Officers

5
E
5..
o
o
2
E.
E
E
E
2

investigation revealed that Driver #2's story was mbre consistent with
the damage to Unit #1 and Unit #2. Upon arrival to the scene officers
also observed an EMS truck to be blocking lane number three and the
driver of Unit #2 did not mbve his vehicle after Unit #1 and Unit #2
collided. Driver of Unit #1 explained that after Unit #1 and Unit #2
collided, the Driver of Unit #2 did not mbve his vehicle. Officers also
observed there to be glass from.Unit #2's driver side window to be on
the ground between lane number one and lane number two. Officers
observed minor damage to the front left drivers side of Unit #2 and

‘nor damage to the front right passenger side of Unit #1.",9,500,WB,TH,WB,LT,unit 1,side swipe
